molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL549913,68.0,nM,N[C@H]1Cn2c(nc3ccccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.167491087293763
CHEMBL1650437,68.0,nM,CCn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,7.167491087293763
CHEMBL401057,68.0,nM,N[C@@H](CC(=O)N1CCn2nc(-c3ccccc3)nc2C1)Cc1cc(F)c(F)cc1F,7.167491087293763
CHEMBL1202090,68.1,nM,CC(C)(C)N1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,7.166852888087215
CHEMBL1202092,68.6,nM,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(C2CCCCC2)C1=O.O=C(O)C(=O)O,7.163675884293248
CHEMBL1082708,69.0,nM,N#C[C@@H]1CCCN1C(=O)CN[C@@H]1C[C@@H]2CN(C(=O)N3CCCCC3)C[C@@H]2C1,7.161150909262744
CHEMBL233684,69.0,nM,N[C@@H](CC(=O)N1CCn2c(CO)nnc2C1)Cc1cc(F)ccc1F,7.161150909262744
CHEMBL379522,69.0,nM,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(CO)CCCC1,7.161150909262744
CHEMBL3216727,69.0,nM,CNC(=O)Cc1c(C)nc(CC(C)C)c(CN)c1-c1ccc(C)cc1.Cl.Cl,7.161150909262744
CHEMBL195667,69.0,nM,C[C@@H](c1ccc(-c2cccc(-c3nnco3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.161150909262744
CHEMBL451319,69.0,nM,Cc1cc2ccccc2n1C[C@H](C)NCC(=O)N1CCC[C@H]1C#N,7.161150909262744
CHEMBL2159180,69.0,nM,Cn1c(=O)c2c(-c3ccccc3C#N)c(CN)c(N)nc2n(C)c1=O,7.161150909262744
CHEMBL249174,69.0,nM,N[C@H]1CN(Cc2ccc(-n3cncn3)cc2)C[C@H]1C(=O)N1CCCC1,7.161150909262744
CHEMBL383651,69.0,nM,C[C@@H](c1ccc(-c2cc(Br)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.161150909262744
CHEMBL272079,69.0,nM,Cc1cc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)sn1,7.161150909262744
CHEMBL231010,69.9,nM,C[C@@H]1C(=O)N(CC(=O)O)CCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,7.1555228242543185
CHEMBL220357,70.0,nM,CS(=O)(=O)c1ccc(-c2noc([C@@H](CCO)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(Cl)c1.O=C(O)C(F)(F)F,7.154901959985743
CHEMBL237569,70.0,nM,N[C@H]1CN(c2cc(-c3cccc(O)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,7.154901959985743
CHEMBL1683121,70.0,nM,NC(=O)[C@@H]1CCCN([C@H]2CC[C@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,7.154901959985743
CHEMBL4066703,70.0,nM,N[C@@H](CC(=O)N1CC[C@H]2[C@H](CCc3nnc(C(F)(F)F)n32)C1)Cc1cc(F)c(F)cc1F,7.154901959985743
CHEMBL3084822,70.0,nM,CC(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@](NCC(=O)N4CCC[C@H]4C#N)(C3)C1)C2,7.154901959985743
CHEMBL3425747,70.0,nM,N[C@@H](CC(=O)N1CC[C@@H]2[C@@H](CCc3nnc(C(F)(F)F)n32)C1)Cc1cc(F)c(F)cc1F,7.154901959985743
CHEMBL142703,70.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.154901959985743
CHEMBL469522,70.0,nM,Cc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4ccccc4F)CCS(=O)(=O)CC3)sc2c1,7.154901959985743
CHEMBL260543,70.0,nM,C[C@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N(C)C,7.154901959985743
CHEMBL513425,70.0,nM,N[C@@H](CC(=O)N1CCCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,7.154901959985743
CHEMBL277635,70.0,nM,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,7.154901959985743
CHEMBL142703,70.0,nM,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.154901959985743
CHEMBL539611,70.0,nM,Cl.N[C@@H](CC(=O)N1CCCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,7.154901959985743
CHEMBL3330063,70.0,nM,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccccc1Cl,7.154901959985743
CHEMBL513425,70.0,nM,N[C@@H](CC(=O)N1CCCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,7.154901959985743
CHEMBL3330070,70.0,nM,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccc(Cl)cc1Cl,7.154901959985743
CHEMBL3357767,70.0,nM,CCOC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.154901959985743
CHEMBL220357,70.0,nM,CS(=O)(=O)c1ccc(-c2noc([C@@H](CCO)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(Cl)c1.O=C(O)C(F)(F)F,7.154901959985743
CHEMBL3357769,70.0,nM,CC(=O)OC[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.154901959985743
CHEMBL3357771,70.0,nM,N[C@@H](CC(=O)N1[C@H](COC(=O)C2CCC2)C[C@@H]2CCCC[C@@H]21)Cc1cc(F)c(F)cc1F,7.154901959985743
CHEMBL63652,70.0,nM,N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1B(O)O,7.154901959985743
CHEMBL3890161,70.42,nM,N[C@H]1Cc2c(ccc3cc(N4CCOCC4)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,7.1523039792658345
CHEMBL248936,71.0,nM,N[C@@H](CC(=O)N1CCn2nc(C3CC3)nc2C1)Cc1cc(F)c(F)cc1F,7.1487416512809245
CHEMBL1683135,71.0,nM,Cc1ccc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)c(C)n1,7.1487416512809245
CHEMBL209064,71.0,nM,CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F,7.1487416512809245
CHEMBL439836,71.0,nM,CS(=O)(=O)NCCS(=O)(=O)N[C@@H]1CC[C@@H]([C@H](N)C(=O)N2CCCC2)C1,7.1487416512809245
CHEMBL1082997,71.0,nM,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1CCC[C@H]1C#N,7.1487416512809245
CHEMBL517072,71.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,7.1487416512809245
CHEMBL190788,71.0,nM,N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)NC1CC1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F,7.1487416512809245
CHEMBL512895,71.0,nM,C[C@@H](c1ccc(-c2ccncc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,7.1487416512809245
CHEMBL236084,71.0,nM,N[C@H]1CN(c2cc(-c3cccc(C(F)(F)F)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,7.1487416512809245
CHEMBL558585,71.0,nM,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,7.1487416512809245
CHEMBL196938,72.0,nM,Cn1nc(C(F)(F)F)c2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,7.142667503568731
CHEMBL2206487,72.0,nM,Cc1sc(C2(NC(=O)C[C@H](N)Cc3ccccc3F)CCS(=O)(=O)CC2)nc1-c1ccccc1,7.142667503568731
CHEMBL171437,72.0,nM,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(C(=O)O)cc2)C1,7.142667503568731
CHEMBL383488,72.0,nM,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC12CC3CC(CC1C3)C2,7.142667503568731
CHEMBL1683142,72.0,nM,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2cnc(O)nc2)CC1,7.142667503568731
CHEMBL3686739,72.0,nM,O=C(CNC12CC3CC(CC(O)(C3)C1)C2)N1CCC[C@H]1B(O)O,7.142667503568731
CHEMBL2147191,72.0,nM,Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2ccc(-c3ccccc3)cc21,7.142667503568731
CHEMBL2147189,72.0,nM,Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2cccc(C(=O)O)c21,7.142667503568731
CHEMBL193202,72.0,nM,COc1ccc2c(c1)CCN(C(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)C2C(C)(C)C,7.142667503568731
CHEMBL209981,72.0,nM,Cc1ccc2c(c1)CN(C(=O)[C@@H]1CN[C@H](C(=O)N3CCCC3)C1)C2,7.142667503568731
CHEMBL3217160,73.0,nM,Cc1ccc(-c2c(CC(=O)NCC(=O)O)c(C)nc(CC(C)C)c2CN)cc1.Cl.Cl,7.136677139879544
CHEMBL3686734,73.0,nM,CC(C)[C@H](N)C(=S)N[C@@H](C)B(O)O,7.136677139879544
CHEMBL3902771,73.0,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,7.136677139879544
CHEMBL280658,73.0,nM,N[C@H](C(=O)N1CCC(F)(F)C1)C1CCCCC1,7.136677139879544
CHEMBL373148,73.0,nM,COc1cc2c(cc1OC)C(C(C)(C)C)N(C(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)CC2,7.136677139879544
CHEMBL280658,73.0,nM,N[C@H](C(=O)N1CCC(F)(F)C1)C1CCCCC1,7.136677139879544
CHEMBL2408638,73.0,nM,CC(C)=CCn1c(OCC(C)(C)CN)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,7.136677139879544
CHEMBL210225,73.0,nM,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(F)cc2C1,7.136677139879544
CHEMBL474559,73.0,nM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(OC(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,7.136677139879544
CHEMBL210718,73.0,nM,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(C(F)(F)F)cc2C1,7.136677139879544
CHEMBL1683565,74.0,nM,N[C@H]1CN(c2cc(NC3CC3)ncn2)C[C@@H]1N1CCCCC1=O,7.130768280269024
CHEMBL207912,74.0,nM,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,7.130768280269024
CHEMBL2086598,74.0,nM,NC(=O)[C@@H]1CCCN1C(=O)CCCNC(=O)c1ccc(F)cc1,7.130768280269024
CHEMBL3236120,74.0,nM,NC[C@H]1CN(c2ccc3nc(C(F)(F)F)nn3n2)C(=O)C[C@@H]1c1cc(F)ccc1F,7.130768280269024
CHEMBL245380,74.0,nM,COc1ccc(C(=O)NC2CCC([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)CC2)cc1.Cl,7.130768280269024
CHEMBL206792,74.0,nM,CCn1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O.O=C(O)C(F)(F)F,7.130768280269024
CHEMBL2069851,74.4,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2cnccn2)CC1)Cc1cc(F)c(F)cc1F,7.128427064454121
CHEMBL4468590,74.43,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Cl)cc1C(=O)OCC)c(=O)n2C,7.128251981008129
CHEMBL4436620,74.6,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccccc2C(=O)OC)c1=O,7.127261172527331
CHEMBL3093921,75.0,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(N)cc1,7.1249387366083
CHEMBL382980,75.0,nM,O=C(CNC1CCC1)N1CCC[C@H]1B(O)O,7.1249387366083
CHEMBL472976,75.0,nM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cc(F)cc(F)c1)NCC(=O)N1CCC[C@H]1C#N,7.1249387366083
CHEMBL485827,75.0,nM,CC(C)(CNS(=O)(=O)c1ccccc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.1249387366083
CHEMBL281561,75.0,nM,N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,7.1249387366083
CHEMBL192425,75.0,nM,CCOC(=O)c1cccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)c1.O=C(O)C(F)(F)F,7.1249387366083
CHEMBL1683140,75.0,nM,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2cncnc2)CC1,7.1249387366083
CHEMBL182223,75.0,nM,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=O)O)cc1)Cc1ccc(F)c(F)c1.O=C(O)C(F)(F)F,7.1249387366083
CHEMBL1683986,75.35,nM,Cl.N[C@@H](CC(=O)N1CCn2nnc(-c3ccc(C(F)(F)F)cc3)c2C1)Cc1cc(F)c(F)cc1F,7.122916743349349
CHEMBL232845,76.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(Cl)cc1F,7.119186407719209
CHEMBL4742337,76.0,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3nnc(-c4ccccc4)[nH]3)CC1)c(=O)n2C,7.119186407719209
CHEMBL566617,76.0,nM,N[C@@H](CCN1CCC[C@H]1c1nc(-c2ccccc2)co1)Cc1ccccc1F,7.119186407719209
CHEMBL2069856,76.2,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2cc3ccccc3o2)CC1)Cc1cc(F)c(F)cc1F,7.1180450286604
CHEMBL270163,77.0,nM,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1CCN(c2nc(C(F)(F)F)ns2)CC1,7.113509274827518
CHEMBL1650419,77.0,nM,Cc1nc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c(=O)c1-c1ccoc1,7.113509274827518
CHEMBL1683134,77.0,nM,N#Cc1cncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)c1,7.113509274827518
CHEMBL552071,77.0,nM,N[C@H]1Cn2c(nc3cc(F)ccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.113509274827518
CHEMBL557851,77.0,nM,CS(=O)(=O)c1ccc(C(=O)NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2ccccc2F)cc1,7.113509274827518
CHEMBL1683499,77.0,nM,CCOC(=O)C(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C.Cl,7.113509274827518
CHEMBL234911,77.0,nM,Cc1nc(C(=O)[C@@H]2CCCN2C(=O)CNC(C)(C)CO)no1,7.113509274827518
CHEMBL1681806,77.0,nM,Cl.N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccccc1)Cc1cc(F)c(F)cc1F,7.113509274827518
CHEMBL1681811,77.06,nM,Cc1nnn2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2.Cl,7.113170995323018
CHEMBL3236117,77.6,nM,Cc1cc2ncc(N3C[C@H](CN)[C@@H](c4cc(F)ccc4F)CC3=O)c(C)n2n1,7.110138278741812
CHEMBL480705,78.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ncccc3[N+](=O)[O-])C[C@@H]21,7.107905397309519
CHEMBL250399,78.0,nM,N#Cc1cc(CN2C[C@H](N)[C@H](C(=O)N3CCCC3)C2)ccc1F,7.107905397309519
CHEMBL1683141,78.0,nM,COc1ncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)cn1,7.107905397309519
CHEMBL3952691,78.33,nM,COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1ccc(F)cc1F)O3,7.1060718734573936
CHEMBL3236119,79.0,nM,NC[C@H]1CN(c2ccc3nnc(C(F)(F)F)n3n2)C(=O)C[C@@H]1c1cc(F)ccc1F,7.102372908709558
CHEMBL248838,79.0,nM,N[C@H]1CN(C(=O)c2ccc3ccccc3c2)C[C@H]1C(=O)N1CCCC1,7.102372908709558
CHEMBL209162,79.0,nM,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.102372908709558
CHEMBL1929393,80.0,nM,Cc1nc2cc(C(C)(C)C)nn2c(C)c1C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N.Cl,7.096910013008056
CHEMBL94312,80.0,nM,N#C[C@@H]1CCCN1C(=O)CNC1CCC1,7.096910013008056
CHEMBL4204176,80.0,nM,N#Cc1ccccc1Cn1c(N2CCNCC2)cc(=O)n2nccc12,7.096910013008056
CHEMBL1683501,80.0,nM,CCOC(=O)C(C(C)C)N(C)c1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,7.096910013008056
CHEMBL1082974,80.0,nM,CCN(CC)C(=O)O[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,7.096910013008056
CHEMBL4204176,80.0,nM,N#Cc1ccccc1Cn1c(N2CCNCC2)cc(=O)n2nccc12,7.096910013008056
CHEMBL4059789,80.0,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)OC[C@H]2CC[C@H](C(=O)O)CC2)cc1.Cl.Cl,7.096910013008056
CHEMBL428937,80.0,nM,N[C@H]1CN(Cc2ccc(F)c(F)c2)C[C@H]1C(=O)N1CCCC1,7.096910013008056
CHEMBL3357770,80.0,nM,N[C@@H](CC(=O)N1[C@H](COC(=O)C2CC2)C[C@@H]2CCCC[C@@H]21)Cc1cc(F)c(F)cc1F,7.096910013008056
CHEMBL1683500,80.0,nM,CC(C)C(C(=O)O)N(C)c1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,7.096910013008056
CHEMBL1688415,80.0,nM,Cc1nc(C(=O)NC2CC2)cc(-c2ccc(F)cc2)c1CN,7.096910013008056
CHEMBL256691,80.0,nM,Cc1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,7.096910013008056
CHEMBL365441,80.0,nM,O=C(c1nc2ccccc2s1)[C@@H]1CCN1C(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,7.096910013008056
CHEMBL3644797,81.0,nM,N[C@@H](CC(=O)N1CCc2c(nc(-c3ccco3)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)C1O,7.0915149811213505
CHEMBL250400,81.0,nM,N#Cc1ccc(CN2C[C@H](N)[C@H](C(=O)N3CCCC3)C2)cc1,7.0915149811213505
CHEMBL187963,82.0,nM,C[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2ccccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,7.086186147616283
CHEMBL230985,82.0,nM,N[C@H]1CN(c2cnccn2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.086186147616283
CHEMBL389151,82.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)cc1F,7.086186147616283
CHEMBL1683137,82.0,nM,CCOC(=O)c1cncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)c1,7.086186147616283
CHEMBL399216,82.0,nM,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,7.086186147616283
CHEMBL399216,82.0,nM,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,7.086186147616283
CHEMBL3675636,82.0,nM,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3C#N)N3CCN=C23)nc2ccccc12,7.086186147616283
CHEMBL3675636,82.2,nM,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3C#N)N3CCN=C23)nc2ccccc12,7.0851281824599495
CHEMBL1202093,82.4,nM,COc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1.O=C(O)C(=O)O,7.084072788302884
CHEMBL4799779,83.0,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3cc(C)nn3-c3ccccc3)CC1)c(=O)n2C,7.080921907623926
CHEMBL171342,83.0,nM,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,7.080921907623926
CHEMBL330717,83.0,nM,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc(C(F)(F)F)cn1,7.080921907623926
CHEMBL203084,83.0,nM,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1CCc2cc(F)ccc2C1,7.080921907623926
CHEMBL399693,83.0,nM,CC(c1ccc([N+](=O)[O-])cc1)N1C[C@H](N)[C@H](C(=O)N2CCCC2)C1,7.080921907623926
CHEMBL2206488,83.0,nM,N[C@@H](CC(=O)NC1(c2ccccc2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,7.080921907623926
CHEMBL171033,83.0,nM,COc1ccc(NC(=O)O[C@@H]2CCC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,7.080921907623926
CHEMBL1086466,83.0,nM,CN(C)C(=O)N1C[C@H]2C[C@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,7.080921907623926
CHEMBL1682982,84.0,nM,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(C(N)=O)cc1,7.075720713938118
CHEMBL233058,84.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1Cl,7.075720713938118
CHEMBL3216514,84.0,nM,COC(=O)COc1ccc2nc(CC(C)C)c(CN)c(-c3ccc(C)cc3)c2c1.Cl.Cl,7.075720713938118
CHEMBL515552,84.0,nM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(F)cc1F)NCC(=O)N1CCC[C@H]1C#N,7.075720713938118
CHEMBL3236116,84.0,nM,NC[C@H]1CN(CCc2ccncc2)C(=O)C[C@@H]1c1cc(F)ccc1F,7.075720713938118
CHEMBL482261,84.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ncccn3)C[C@@H]21,7.075720713938118
CHEMBL210353,84.0,nM,O=C([C@@H]1CN[C@H](C(=O)N2CCSC2)C1)N1Cc2ccccc2C1,7.075720713938118
CHEMBL379086,84.0,nM,COCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,7.075720713938118
CHEMBL2206471,84.0,nM,Cn1cncc1-c1cccc(C2(NC(=O)C[C@H](N)Cc3ccccc3F)CCS(=O)(=O)CC2)c1,7.075720713938118
CHEMBL218289,84.0,nM,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)cc1,7.075720713938118
CHEMBL218289,84.0,nM,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)cc1,7.075720713938118
CHEMBL232725,84.0,nM,Cc1nnc(C(=O)[C@@H]2CCCN2C(=O)CNC23CC4CC(CC(C4)C2)C3)o1,7.075720713938118
CHEMBL195984,85.0,nM,N[C@@H](CC(=O)N1CCc2c(noc2C(F)(F)F)C1)Cc1cc(F)ccc1F,7.070581074285707
CHEMBL473166,85.0,nM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,7.070581074285707
CHEMBL473176,85.0,nM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1)NCC(=O)N1CCC[C@H]1C#N,7.070581074285707
CHEMBL3425749,85.0,nM,CCc1nnc2n1[C@@H]1CCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)C[C@@H]1CC2,7.070581074285707
CHEMBL1682977,85.0,nM,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1cccc(C#N)c1,7.070581074285707
CHEMBL452297,85.0,nM,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1CC(F)(F)F)Cc1ccccc1F,7.070581074285707
CHEMBL479736,85.0,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ccc([N+](=O)[O-])cn3)C[C@@H]21,7.070581074285707
CHEMBL4528149,85.48,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Br)cc1C(=O)OCC)c(=O)n2C,7.068135486507968
CHEMBL2069828,85.7,nM,N[C@@H](CC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1)Cc1cc(F)c(F)cc1F,7.0670191780768015
CHEMBL227418,85.9,nM,N#Cc1ccc(NC(=O)N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,7.066006836168757
CHEMBL474560,86.0,nM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(Cl)cc1)NCC(=O)N1CCC[C@H]1C#N,7.0655015487564325
CHEMBL401269,86.0,nM,N[C@H]1CN(C(=O)c2cc3cc(Cl)ccc3o2)C[C@H]1C(=O)N1CCCC1,7.0655015487564325
CHEMBL191769,86.0,nM,C[C@@H](c1ccc(-c2ccccc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.0655015487564325
CHEMBL437592,86.0,nM,CCCc1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,7.0655015487564325
CHEMBL563911,87.0,nM,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1cccnc1)Cc1ccccc1F,7.060480747381382
CHEMBL1287875,87.0,nM,Cl.Cn1cnc2cc(N3CCC[C@@](C)(N)C3)n(Cc3cc(F)ccc3C#N)c2c1=O,7.060480747381382
CHEMBL186482,87.0,nM,COC(=O)Cc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1.O=C(O)C(F)(F)F,7.060480747381382
CHEMBL394834,87.0,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1c(F)cc(F)cc1F,7.060480747381382
